ted Kingdom
S0077007,P0077,Synthetic fixture product,6,2023-06-07 10:00:00,20.23,SYN0077,France
S0010009,P0010,Synthetic fixture product,5,2023-06-07 10:00:00,19.29,SYN0010,Germany
S0067011,P0067,Synthetic fixture product,1,2023-06-07 10:00:00,19.36,SYN0067,Netherlands
S0090004,P0010,Synthetic fixture product,5,2023-06-07 10:00:00,14.1,SYN0090,Germany
S0063018,P0063,Synthetic fixture product,1,2023-06-07 10:00:00,27.5,SYN0063,Netherlands
S0013006,P0013,Synthetic fixture product,4,2023-06-07 10:00:00,20.93,SYN0013,France
S0054005,P0054,Synthetic fixture product,1,2023-06-07 10:00:00,14.87,SYN0054,Germany
S0031017,P0031,Synthetic fixture product,2,2023-06-07 10:00:00,19.41,SYN0031,Netherlands
S0001018,P0001,Synthetic fixture product,1,2023-06-07 10:00:00,8.94,SYN0001,France
S0041009,P0041,Synthetic fixture product,3,2023-06-07 10:00:00,17.12,SYN0041,France
S0090004,P0023,Synthetic fixture product,5,2023-06-07 11:00:00,14.58,SYN0090,Germany
S0041009,P0054,Synthetic fixture product,5,2023-06-07 11:00:00,15.0,SYN0041,France
S0013006,P0026,Synthetic fixture product,2,2023-06-07 11:00:00,22.82,SYN0013,France
S0010009,P0023,Synthetic fixture product,3,2023-06-07 11:00:00,15.73,SYN0010,Germany
S0054005,P0067,Synthetic fixture product,4,2023-06-07 11:00:00,14.81,SYN0054,Germany
S0001018,P0014,Synthetic fixture product,1,2023-06-07 11:00:00,10.06,SYN0001,France
S0041009,P0067,Synthetic fixture product,4,2023-06-07 12:00:00,15.38,SYN0041,France
S0054005,P0000,Synthetic fixture product,5,2023-06-07 12:00:00,14.76,SYN0054,Germany
S0000022,P0000,Synthetic fixture product,4,2023-06-08 10:00:00,8.73,SYN0000,United Kingdom
S0048006,P0048,Synthetic fixture product,5,2023-06-08 10:00:00,26.33,SYN0048,United Kingdom
S0003012,P0003,Synthetic fixture product,5,2023-06-08 10:00:00,8.41,SYN0003,Netherlands
S0016006,P0016,Synthetic fixture product,6,2023-06-08 10:00:00,18.6,SYN0016,United Kingdom
S0094018,P0014,Synthetic fixture product,3,2023-06-08 10:00:00,12.38,SYN0094,Germany
S0047006,P0047,Synthetic fixture product,6,2023-06-08 10:00:00,21.64,SYN0047,Netherlands
S0094018,P0027,Synthetic fixture product,1,2023-06-08 11:00:00,16.74,SYN0094,Germany
S0000022,P0013,Synthetic fixture product,4,2023-06-08 11:00:00,7.3,SYN0000,United Kingdom
S0047006,P0060,Synthetic fixture product,5,2023-06-08 11:00:00,19.43,SYN0047,Netherlands
S0016006,P0029,Synthetic fixture product,1,2023-06-08 11:00:00,27.21,SYN0016,United Kingdom
S0047006,P0073,Synthetic fixture product,5,2023-06-08 12:00:00,18.3,SYN0047,Netherlands
S0096012,P0016,Synthetic fixture product,2,2023-06-09 10:00:00,22.26,SYN0096,United Kingdom
S0101010,P0021,Synthetic fixture product,4,2023-06-09 10:00:00,21.24,SYN0101,France
S0098012,P0018,Synthetic fixture product,5,2023-06-09 10:00:00,20.79,SYN0098,Germany
S0079006,P0079,Synthetic fixture product,2,2023-06-09 10:00:00,24.69,SYN0079,Netherlands
S0035011,P0035,Synthetic fixture product,6,2023-06-09 10:00:00,9.85,SYN0035,Netherlands
S0104008,P0024,Synthetic fixture product,4,2023-06-09 10:00:00,9.62,SYN0104,United Kingdom
S0006012,P0006,Synthetic fixture product,2,2023-06-09 10:00:00,11.32,SYN0006,Germany
S0033014,P0033,Synthetic fixture product,6,2023-06-09 10:00:00,17.17,SYN0033,France
S0079006,P0012,Synthetic fixture product,3,2023-06-09 11:00:00,22.99,SYN0079,Netherlands
S0104008,P0037,Synthetic fixture product,3,2023-06-09 11:00:00,10.76,SYN0104,United Kingdom
S0033014,P0046,Synthetic fixture product,6,2023-06-09 11:00:00,26.9,SYN0033,France
S0035011,P0048,Synthetic fixture product,1,2023-06-09 11:00:00,10.84,SYN0035,Netherlands
S0098012,P0031,Synthetic fixture product,5,2023-06-09 11:00:00,27.04,SYN0098,Germany
S0098012,P0044,Synthetic fixture product,6,2023-06-09 12:00:00,15.55,SYN0098,Germany
S0033014,P0059,Synthetic fixture product,2,2023-06-09 12:00:00,21.58,SYN0033,France
CS0101010,P0021,Synthetic fixture return,-1,2023-06-10 00:00:00,24.0,SYN0101,France
S0038009,P0038,Synthetic fixture product,4,2023-06-10 10:00:00,13.79,SYN0038,Germany
S0099011,P0019,Synthetic fixture product,6,2023-06-10 10:00:00,23.52,SYN0099,Netherlands
S0034013,P0034,Synthetic fixture product,3,2023-06-10 10:00:00,7.5,SYN0034,Germany
S0066014,P0066,Synthetic fixture product,1,2023-06-10 10:00:00,30.03,SYN0066,Germany
S0039010,P0039,Synthetic fixture product,3,2023-06-10 10:00:00,10.19,SYN0039,Netherlands
S0039010,P0052,Synthetic fixture product,2,2023-06-10 11:00:00,11.22,SYN0039,Netherlands
S0099011,P0032,Synthetic fixture product,2,2023-06-10 11:00:00,15.98,SYN0099,Netherlands
S0038009,P0051,Synthetic fixture product,5,2023-06-10 11:00:00,15.04,SYN0038,Germany
S0066014,P0079,Synthetic fixture product,3,2023-06-10 11:00:00,22.32,SYN0066,Germany
S0034013,P0047,Synthetic fixture product,3,2023-06-10 11:00:00,7.44,SYN0034,Germany
S0099011,P0045,Synthetic fixture product,2,2023-06-10 12:00:00,26.3,SYN0099,Netherlands
S0038009,P0064,Synthetic fixture product,5,2023-06-10 12:00:00,12.92,SYN0038,Germany
S0066014,P0012,Synthetic fixture product,4,2023-06-10 12:00:00,21.01,SYN0066,Germany
S0034013,P0060,Synthetic fixture product,2,2023-06-10 12:00:00,5.74,SYN0034,Germany
S0069010,P0069,Synthetic fixture product,3,2023-06-11 10:00:00,7.87,SYN0069,France
S0046006,P0046,Synthetic fixture product,4,2023-06-11 10:00:00,14.34,SYN0046,Germany
S0088004,P0008,Synthetic fixture product,3,2023-06-11 10:00:00,12.71,SYN0088,United Kingdom
S0113005,P0033,Synthetic fixture product,1,2023-06-11 10:00:00,20.95,SYN0113,France
S0113005,P0046,Synthetic fixture product,5,2023-06-11 11:00:00,15.27,SYN0113,France
S0046006,P0059,Synthetic fixture product,3,2023-06-11 11:00:00,15.52,SYN0046,Germany
S0088004,P0021,Synthetic fixture product,6,2023-06-11 11:00:00,10.8,SYN0088,United Kingdom
S0069010,P0002,Synthetic fixture product,3,2023-06-11 11:00:00,9.06,SYN0069,France
S0088004,P0034,Synthetic fixture product,5,2023-06-11 12:00:00,9.51,SYN0088,United Kingdom
S0062021,P0062,Synthetic fixture product,5,2023-06-12 10:00:00,16.07,SYN0062,Germany
S0102009,P0022,Synthetic fixture product,5,2023-06-12 10:00:00,5.84,SYN0102,Germany
S0064015,P0064,Synthetic fixture product,5,2023-06-12 10:00:00,21.69,SYN0064,United Kingdom
S0093021,P0013,Synthetic fixture product,2,2023-06-12 10:00:00,16.34,SYN0093,France
S0051006,P0051,Synthetic fixture product,6,2023-06-12 10:00:00,8.21,SYN0051,Netherlands
S0005012,P0005,Synthetic fixture product,3,2023-06-12 10:00:00,17.32,SYN0005,France
S0074008,P0074,Synthetic fixture product,5,2023-06-12 10:00:00,18.05,SYN0074,Germany
S0091004,P0011,Synthetic fixture product,3,2023-06-12 10:00:00,19.55,SYN0091,Netherlands
S0091004,P0024,Synthetic fixture product,1,2023-06-12 11:00:00,16.56,SYN0091,Netherlands
S0074008,P0007,Synthetic fixture product,1,2023-06-12 11:00:00,19.34,SYN0074,Germany
S0005012,P0018,Synthetic fixture product,4,2023-06-12 11:00:00,17.87,SYN0005,France
S0064015,P0077,Synthetic fixture product,6,2023-06-12 11:00:00,24.08,SYN0064,United Kingdom
S0062021,P0075,Synthetic fixture product,4,2023-06-12 11:00:00,21.12,SYN0062,Germany
S0005012,P0031,Synthetic fixture product,5,2023-06-12 12:00:00,16.22,SYN0005,France
S0062021,P0008,Synthetic fixture product,3,2023-06-12 12:00:00,13.33,SYN0062,Germany
S0091004,P0037,Synthetic fixture product,4,2023-06-12 12:00:00,16.11,SYN0091,Netherlands
CS0102009,P0022,Synthetic fixture return,-1,2023-06-13 00:00:00,8.0,SYN0102,Germany
S0106007,P0026,Synthetic fixture product,5,2023-06-13 10:00:00,12.26,SYN0106,Germany
S0073008,P0073,Synthetic fixture product,4,2023-06-13 10:00:00,11.59,SYN0073,France
S0065014,P0065,Synthetic fixture product,1,2023-06-13 10:00:00,25.39,SYN0065,France
S0023004,P0023,Synthetic fixture product,2,2023-06-13 10:00:00,19.17,SYN0023,Netherlands
S0036012,P0036,Synthetic fixture product,4,2023-06-13 10:00:00,7.03,SYN0036,United Kingdom
S0097011,P0017,Synthetic fixture product,3,2023-06-13 10:00:00,22.98,SYN0097,France
S0007009,P0007,Synthetic fixture product,6,2023-06-13 10:00:00,19.48,SYN0007,Netherlands
S0106007,P0039,Synthetic fixture product,6,2023-06-13 11:00:00,12.65,SYN0106,Germany
S0007009,P0020,Synthetic fixture product,5,2023-06-13 11:00:00,13.17,SYN0007,Netherlands
S0065014,P0078,Synthetic fixture product,4,2023-06-13 11:00:00,27.39,SYN0065,France
S0106007,P0052,Synthetic fixture product,6,2023-06-13 12:00:00,12.59,SYN0106,Germany
S0032018,P0032,Synthetic fixture product,3,2023-06-14 10:00:00,16.4,SYN0032,United Kingdom
S0095015,P0015,Synthetic fixture product,4,2023-06-14 10:00:00,15.14,SYN0095,Netherlands
S0056004,P0056,Synthetic fixture product,5,2023-06-14 10:00:00,13.44,SYN0056,United Kingdom
S0068012,P0068,Synthetic fixture product,4,2023-06-14 10:00:00,6.01,SYN0068,United Kingdom
S0031018,P0031,Synthetic fixture product,3,2023-06-14 10:00:00,19.19,SYN0031,Netherlands
S0022005,P0022,Synthetic fixture product,2,2023-06-14 10:00:00,9.56,SYN0022,Germany
S0032018,P0045,Synthetic fixture product,2,2023-06-14 11:00:00,26.47,SYN0032,United Kingdom
S0068012,P0001,Synthetic fixture product,5,2023-06-14 11:00:00,6.17,SYN0068,United Kingdom
S0095015,P0028,Synthetic fixture product,5,2023-06-14 11:00:00,17.44,SYN0095,Netherlands
S0031018,P0044,Synthetic fixture product,1,2023-06-14 11:00:00,28.37,SYN0031,Netherlands
S0032018,P0058,Synthetic fixture product,3,2023-06-14 12:00:00,25.93,SYN0032,United Kingdom
S0068012,P0014,Synthetic fixture product,2,2023-06-14 12:00:00,9.88,SYN0068,United Kingdom
S0095015,P0041,Synthetic fixture product,5,2023-06-14 12:00:00,19.56,SYN0095,Netherlands
S0001019,P0001,Synthetic fixture product,6,2023-06-15 10:00:00,12.18,SYN0001,France
S0045006,P0045,Synthetic fixture product,6,2023-06-15 10:00:00,19.46,SYN0045,France
S0004014,P0004,Synthetic fixture product,5,2023-06-15 10:00:00,15.42,SYN0004,United Kingdom
S0063019,P0063,Synthetic fixture product,4,2023-06-15 10:00:00,17.89,SYN0063,Netherlands
S0080006,P0000,Synthetic fixture product,5,2023-06-15 10:00:00,22.57,SYN0080,United Kingdom
S0002016,P0002,Synthetic fixture product,6,2023-06-15 10:00:00,7.82,SYN0002,Germany
S0000023,P0000,Synthetic fixture product,4,2023-06-15 10:00:00,8.05,SYN0000,United Kingdom
S0080006,P0013,Synthetic fixture product,2,2023-06-15 11:00:00,14.98,SYN0080,United Kingdom
S0063019,P0076,Synthetic fixture product,4,2023-06-15 11:00:00,20.31,SYN0063,Netherlands
S0001019,P0014,Synthetic fixture product,5,2023-06-15 11:00:00,9.24,SYN0001,France
S0000023,P0013,Synthetic fixture product,1,2023-06-15 11:00:00,6.8,SYN0000,United Kingdom
S0000023,P0026,Synthetic fixture product,2,2023-06-15 12:00:00,10.38,SYN0000,United Kingdom
S0080006,P0026,Synthetic fixture product,5,2023-06-15 12:00:00,25.26,SYN0080,United Kingdom
S0001019,P0027,Synthetic fixture product,5,2023-06-15 12:00:00,11.24,SYN0001,France
S0024005,P0024,Synthetic fixture product,2,2023-06-16 10:00:00,14.62,SYN0024,United Kingdom
S0094019,P0014,Synthetic fixture product,6,2023-06-16 10:00:00,15.8,SYN0094,Germany
S0042008,P0042,Synthetic fixture product,5,2023-06-16 10:00:00,11.56,SYN0042,Germany
S0057005,P0057,Synthetic fixture product,3,2023-06-16 10:00:00,14.67,SYN0057,France
S0071010,P0071,Synthetic fixture product,1,2023-06-16 10:00:00,8.9,SYN0071,Netherlands
S0107007,P0027,Synthetic fixture product,3,2023-06-16 10:00:00,17.41,SYN0107,Netherlands
S0110006,P0030,Synthetic fixture product,4,2023-06-16 10:00:00,14.52,SYN0110,Germany
S0025004,P0025,Synthetic fixture product,5,2023-06-16 10:00:00,12.11,SYN0025,France
S0025004,P0038,Synthetic fixture product,5,2023-06-16 11:00:00,16.54,SYN0025,France
S0042008,P0055,Synthetic fixture product,5,2023-06-16 11:00:00,15.6,SYN0042,Germany
S0057005,P0070,Synthetic fixture product,5,2023-06-16 11:00:00,14.5,SYN0057,France
S0110006,P0043,Synthetic fixture product,2,2023-06-16 11:00:00,21.01,SYN0110,Germany
S0024005,P0037,Synthetic fixture product,3,2023-06-16 11:00:00,13.03,SYN0024,United Kingdom
S0094019,P0027,Synthetic fixture product,3,2023-06-16 11:00:00,19.45,SYN0094,Germany
S0025004,P0051,Synthetic fixture product,1,2023-06-16 12:00:00,16.74,SYN0025,France
S0024005,P0050,Synthetic fixture product,6,2023-06-16 12:00:00,13.8,SYN0024,United Kingdom
S0094019,P0040,Synthetic fixture product,1,2023-06-16 12:00:00,22.18,SYN0094,Germany
S0042008,P0068,Synthetic fixture product,6,2023-06-16 12:00:00,18.91,SYN0042,Germany
S0110006,P0056,Synthetic fixture product,2,2023-06-16 12:00:00,16.38,SYN0110,Germany
S0057005,P0003,Synthetic fixture product,1,2023-06-16 12:00:00,19.04,SYN0057,France
S0084005,P0004,Synthetic fixture product,4,2023-06-17 10:00:00,20.53,SYN0084,United Kingdom
S0055004,P0055,Synthetic fixture product,5,2023-06-17 10:00:00,15.19,SYN0055,Netherlands
S0044008,P0044,Synthetic fixture product,4,2023-06-17 10:00:00,17.05,SYN0044,United Kingdom
S0037011,P0037,Synthetic fixture product,2,2023-06-17 10:00:00,8.05,SYN0037,France
S0084005,P0017,Synthetic fixture product,4,2023-06-17 11:00:00,23.31,SYN0084,United Kingdom
S0044008,P0057,Synthetic fixture product,4,2023-06-17 11:00:00,21.16,SYN0044,United Kingdom
S0055004,P0068,Synthetic fixture product,6,2023-06-17 11:00:00,10.04,SYN0055,Netherlands
S0055004,P0001,Synthetic fixture product,5,2023-06-17 12:00:00,13.84,SYN0055,Netherlands
S0084005,P0030,Synthetic fixture product,5,2023-06-17 12:00:00,22.91,SYN0084,United Kingdom
S0008010,P0008,Synthetic fixture product,3,2023-06-18 10:00:00,13.2,SYN0008,United Kingdom
S0033015,P0033,Synthetic fixture product,5,2023-06-18 10:00:00,30.03,SYN0033,France
S0100010,P0020,Synthetic fixture product,5,2023-06-18 10:00:00,24.56,SYN0100,United Kingdom
S0019006,P0019,Synthetic fixture product,2,2023-06-18 10:00:00,12.66,SYN0019,Netherlands
S0014006,P0014,Synthetic fixture product,4,2023-06-18 10:00:00,17.99,SYN0014,Germany
S0043007,P0043,Synthetic fixture product,6,2023-06-18 10:00:00,14.58,SYN0043,Netherlands
S0003013,P0003,Synthetic fixture product,5,2023-06-18 10:00:00,15.25,SYN0003,Netherlands
S0019006,P0032,Synthetic fixture product,3,2023-06-18 11:00:00,13.82,SYN0019,Netherlands
S0003013,P0016,Synthetic fixture product,2,2023-06-18 11:00:00,11.23,SYN0003,Netherlands
S0043007,P0056,Synthetic fixture product,1,2023-06-18 11:00:00,20.52,SYN0043,Netherlands
S0014006,P0027,Synthetic fixture product,1,2023-06-18 11:00:00,28.66,SYN0014,Germany
S0100010,P0033,Synthetic fixture product,2,2023-06-18 11:00:00,28.85,SYN0100,United Kingdom
S0014006,P0040,Synthetic fixture product,1,2023-06-18 12:00:00,28.08,SYN0014,Germany
S0043007,P0069,Synthetic fixture product,4,2023-06-18 12:00:00,12.86,SYN0043,Netherlands
S0100010,P0046,Synthetic fixture product,3,2023-06-18 12:00:00,20.9,SYN0100,United Kingdom
S0093022,P0013,Synthetic fixture product,3,2023-06-19 10:00:00,11.42,SYN0093,France
S0116005,P0036,Synthetic fixture product,2,2023-06-19 10:00:00,26.41,SYN0116,United Kingdom
S0096013,P0016,Synthetic fixture product,3,2023-06-19 10:00:00,17.05,SYN0096,United Kingdom
S0062022,P0062,Synthetic fixture product,6,2023-06-19 10:00:00,21.41,SYN0062,Germany
S0067012,P0067,Synthetic fixture product,3,2023-06-19 10:00:00,19.51,SYN0067,Netherlands
S0105008,P0025,Synthetic fixture product,2,2023-06-19 10:00:00,15.07,SYN0105,France
S0105008,P0038,Synthetic fixture product,4,2023-06-19 11:00:00,9.11,SYN0105,France
S0116005,P0049,Synthetic fixture product,1,2023-06-19 11:00:00,19.35,SYN0116,United Kingdom
S0096013,P0029,Synthetic fixture product,6,2023-06-19 11:00:00,17.37,SYN0096,United Kingdom
S0093022,P0026,Synthetic fixture product,2,2023-06-19 11:00:00,11.78,SYN0093,France
S0067012,P0000,Synthetic fixture product,2,2023-06-19 11:00:00,21.23,SYN0067,Netherlands
S0105008,P0051,Synthetic fixture product,2,2023-06-19 12:00:00,11.13,SYN0105,France
S0034014,P0034,Synthetic fixture product,1,2023-06-20 10:00:00,6.73,SYN0034,Germany
S0035012,P0035,Synthetic fixture product,2,2023-06-20 10:00:00,10.07,SYN0035,Netherlands
S0060004,P0060,Synthetic fixture product,4,2023-06-20 10:00:00,12.02,SYN0060,United Kingdom
S0070010,P0070,Synthetic fixture product,1,2023-06-20 10:00:00,7.74,SYN0070,Germany
S0076008,P0076,Synthetic fixture product,2,2023-06-20 10:00:00,18.77,SYN0076,United Kingdom
S0017006,P0017,Synthetic fixture product,6,2023-06-20 10:00:00,6.8,SYN0017,France
S0111006,P0031,Synthetic fixture product,1,2023-06-20 10:00:00,16.6,SYN0111,Netherlands
S0027004,P0027,Synthetic fixture product,1,2023-06-20 10:00:00,17.79,SYN0027,Netherlands
S0027004,P0040,Synthetic fixture product,6,2023-06-20 11:00:00,17.68,SYN0027,Netherlands
S0017006,P0030,Synthetic fixture product,3,2023-06-20 11:00:00,8.75,SYN0017,France
S0035012,P0048,Synthetic fixture product,1,2023-06-20 11:00:00,11.44,SYN0035,Netherlands
S0060004,P0073,Synthetic fixture product,4,2023-06-20 11:00:00,17.31,SYN0060,United Kingdom
S0070010,P0003,Synthetic fixture product,5,2023-06-20 11:00:00,11.3,SYN0070,Germany
S0035012,P0061,Synthetic fixture product,1,2023-06-20 12:00:00,9.53,SYN0035,Netherlands
S0070010,P0016,Synthetic fixture product,1,2023-06-20 12:00:00,12.26,SYN0070,Germany
S0017006,P0043,Synthetic fixture product,5,2023-06-20 12:00:00,7.04,SYN0017,France
S0098013,P0018,Synthetic fixture product,4,2023-06-21 10:00:00,26.05,SYN0098,Germany
S0011009,P0011,Synthetic fixture product,6,2023-06-21 10:00:00,26.49,SYN0011,Netherlands
S0031019,P0031,Synthetic fixture product,5,2023-06-21 10:00:00,25.97,SYN0031,Netherlands
S0118005,P0038,Synthetic fixture product,3,2023-06-21 10:00:00,31.78,SYN0118,Germany
S0066015,P0066,Synthetic fixture product,3,2023-06-21 10:00:00,24.45,SYN0066,Germany
S0053005,P0053,Synthetic fixture product,4,2023-06-21 10:00:00,11.23,SYN0053,France
S0109007,P0029,Synthetic fixture product,3,2023-06-21 10:00:00,13.48,SYN0109,France
S0064016,P0064,Synthetic fixture product,4,2023-06-21 10:00:00,27.21,SYN0064,United Kingdom
S0064016,P0077,Synthetic fixture product,4,2023-06-21 11:00:00,21.04,SYN0064,United Kingdom
S0053005,P0066,Synthetic fixture product,1,2023-06-21 11:00:00,13.91,SYN0053,France
S0011009,P0024,Synthetic fixture product,3,2023-06-21 11:00:00,22.08,SYN0011,Netherlands
S0031019,P0044,Synthetic fixture product,2,2023-06-21 11:00:00,28.59,SYN0031,Netherlands
S0109007,P0042,Synthetic fixture product,3,2023-06-21 11:00:00,17.2,SYN0109,France
S0109007,P0055,Synthetic fixture product,6,2023-06-21 12:00:00,18.13,SYN0109,France
S0064016,P0010,Synthetic fixture product,5,2023-06-21 12:00:00,26.45,SYN0064,United Kingdom
S0031019,P0057,Synthetic fixture product,6,2023-06-21 12:00:00,27.18,SYN0031,Netherlands
S0011009,P0037,Synthetic fixture product,4,2023-06-21 12:00:00,17.32,SYN0011,Netherlands
CS0098013,P0018,Synthetic fixture return,-1,2023-06-22 00:00:00,21.0,SYN0098,Germany
S0040009,P0040,Synthetic fixture product,5,2023-06-22 10:00:00,16.45,SYN0040,United Kingdom
S0009009,P0009,Synthetic fixture product,1,2023-06-22 10:00:00,23.32,SYN0009,France
S0018006,P0018,Synthetic fixture product,1,2023-06-22 10:00:00,11.41,SYN0018,Germany
S0000024,P0000,Synthetic fixture product,3,2023-06-22 10:00:00,6.91,SYN0000,United Kingdom
S0006013,P0006,Synthetic fixture product,2,2023-06-22 10:00:00,18.37,SYN0006,Germany
S0032019,P0032,Synthetic fixture product,4,2023-06-22 10:00:00,29.15,SYN0032,United Kingdom
S0081006,P0001,Synthetic fixture product,4,2023-06-22 10:00:00,21.26,SYN0081,France
S0078007,P0078,Synthetic fixture product,3,2023-06-22 10:00:00,22.71,SYN0078,Germany
S0006013,P0019,Synthetic fixture product,1,2023-06-22 11:00:00,15.3,SYN0006,Germany
S0078007,P0011,Synthetic fixture product,3,2023-06-22 11:00:00,14.17,SYN0078,Germany
S0040009,P0053,Synthetic fixture product,4,2023-06-22 11:00:00,17.12,SYN0040,United Kingdom
